name,streetaddress,city,zipcode,county
"Ozarks Community Health Center - Hermitage","18614 Jackson Street",Hermitage,65668,"Hickory "
"Ozarks Community Health Center - Urbana","111 North Main Street",Urbana,65767,"Dallas "
"Ozarks Community Health Center Dental","303 Spring Street",Hermitage,65668,"Hickory "
"Ozarks Community Health System","1540 East Evergreen",Springfield,65803,"Greene "
"Ozarks Community Hospital - Carthage","327 East Airport Drive",Carthage,64836,"Jasper "
"Ozarks Community Hospital - Christian County Clinic","105 South Ridgecrest Avenue",Nixa,65714,"Christian "
"Ozarks Community Hospital - Evergreen Clinic","1540 East Evergreen Street",Springfield,65803,"Greene "
"Ozarks Community Hospital - Jasper County Clinic","327 East Airport Drive",Carthage,64836,"Jasper "
"Ozarks Community Hospital - Marshfield","543 West Hubble Drive",Marshfield,65706,"Webster "
"Ozarks Community Hospital - Medical Offices Clinic","2828 North National",Springfield,65803,"Greene "
"Ozarks Community Hospital - Mt. Vernon","108 Hickory Street","Mt. Vernon",65712,"Lawrence "
"Ozarks Community Hospital - Pineville","5265 South Business Highway 71 Suite J",Pineville,64856,"McDonald "
"Ozarks Community Hospital - Sparta Clinic","155 Village Drive",Sparta,65753,"Christian "
"Ozarks Community Hospital - Webster County Clinic","101 South Main",Rogersville,65810,"Webster "
"Ozarks Medical Center","1100 Kentucky Avenue","West Plains",65775,"Howell "
"Ozarks Technical Community College","800 East Central",Springfield,65802,"Greene "
"Ozarks Technical Community College - Center for Workforce Development","1001 East Chestnut Expressway",Springfield,65802,"Greene "
"Palmyra R-I School District","1703 South Main",Palmyra,63461,"Marion "
"Paradigm Senior Management","230 North Catalpa Street",Dexter,63841,"Stoddard "
"Parental Alienation Speaks","P.O. Box 1614",Hollister,65673,"Taney "
ParentLink,"4800 Santana Circle",Columbia,65203,"Boone "
"Park Avenue Missionary Baptist Church","3601 Jackson Avenue","Kansas City",64128,"Jackson "
"Park Hill School District","7100 Northwest Hampton Road","Kansas City",64153,"Platte "
"Park Hill School District - Gerner Family Early Education Center","8100 Northwest Congress Avenue","Kansas City",64152,"Platte "
"Park Hill School Health Services","7703 Northwest Barry Road","Kansas City",64153,"Platte "
"Parkland Health Center","1103 West Liberty Street Suite 2020",Farmington,63640,"St. Francois "
"Parkland Health Mart Pharmacy","1131 North Desloge Drive",Desloge,63601,"St. Francois "
"Parkview State School for the Severely Disabled","1020 South Parkway Drive","Cape Girardeau",63703,"Cape Girardeau "
"Parkway Schools","455 North Woods Mill Road",Chesterfield,63017,"St. Louis "
"Parkway Schools - McKelvey Elementary","1751 McKelvey Road","Maryland Heights",63043,"St. Louis "
"Pathways Community Health - Clinton","1800 Community Drive",Clinton,64735,"Henry "
"Pathways Community Health - Jefferson City Metro","227 Metro Drive","Jefferson City ",65109,"Cole "
"Pathways Health Center - Lebanon","1216 Deadra Drive",Lebanon,65536,"Laclede "
"Pathways Hospice & Palliative Care","14805 North Outer 40 Road",Chesterfield,63017,"St. Louis "
"Pathways to Independence","200 South Hanley",Clayton,63105,"St. Louis "
"Patient Care Family Clinic","2949 East Chestnut Expressway",Springfield,65802,"Greene "
"Paul R. Hales Attorney at Law LLC","3534 Washington Avenue","St. Louis",63103,"St. Louis city "
"Pediatric Associates of Southwest Missouri","2719 East 32nd Street",Joplin,64804,"Jasper "
"Pediatric Dentistry","24 Northwest Chipman Road","Lee's Summit",64063,"Jackson "
"Pemiscot County R-III School District","1727 County Highway 536",Caruthersville,63830,"Pemiscot "
"Pemiscot Memorial Health Systems","946 East Reed Street",Hayti,63851,"Pemiscot "
"Pemiscot Primary Care Center","907 East Reed",Hayti,63851,"Pemiscot "
"Perez Family Chiropractic","2039 South Old Highway 94","St. Charles",63303,"St. Charles "
"Perinatal Behavioral Health Services","660 South Euclid Avenue","St. Louis",63110,"St. Louis "
"Perry County Health Department","406 North Spring Suite 1",Perryville,63775,"Perry "
"Perry County Memorial Hospital","434 Northwest Street",Perryville,63775,"Perry "
"Perry County School District #32","326 College Street",Perryville,63775,"Perry "
"Perryville Family Care Clinic","212 Hospital Lane Suite 101",Perryville,63775,"Perry "
"Pershing Health System","130 East Lockling Avenue",Brookfield,64628,"Linn "
"Pettis County Health Center","911 East 16th Street",Sedalia,65337,"Pettis "
"Pettis County Health Department","911 East 16th Street",Sedalia,65301,"Pettis "
"Pettis County R-V School District - Northwest Elementary","407 West Tuck Street",Houstonia,65333,"Pettis "
"Pettis County R-XII School District","22675 Depot Road",Sedalia,65302,"Pettis "
"Pfizer Inc","700 Chesterfield Parkway","St. Louis",63198,"St. Louis "
"Pharmacy Conference Room - PCT0045","One Hospital Drive",Columbia,65212,"Boone "
"Phelps Health","1000 West 10th Street",Rolla,65401,"Phelps "
"Phelps Health - Waynesville Medical Plaza","1000 GW Lane Street",Waynesville,65583,"Pulaski "
"Phelps Health Medical Group","1050 West 10th Street Suite 510",Rolla,65401,"Phelps "
"Phelps Health Medical Group - Blues Lake","600 Blues Lake Parkway",Rolla,65401,"Phelps "
"Phelps Health Medical Group Pediatrics","1050 West 10th Street Suite 300",Rolla,65401,"Phelps "
"Phelps Health Outpatient Therapy","1000 GW Lane",Waynesville,65583,"Pulaski "
"Phelps/Maries County Health Department","200 North Main Street Suite 651",Rolla,65401,"Phelps "
"Phoenix Home Care","500 Broadway","Jefferson City",65101,"Cole "
"Phoenix Programs Inc.","90 East Leslie Lane",Columbia,65202,"Boone "
"Physician Pain Services","4800 Mexico Road","St. Peters",63376,"St. Charles "
"Pieces of a Dream Inc.","2007 East Fair Avenue","St. Louis",63107,"St. Louis city "
"Piedmont Family Clinic","#1 Hal's Plaza",Piedmont,63957,"Wayne "
"Pike County Health Department Home Health and Hospice","1 Health Care Place","Bowling Green",63334,"Pike "
"Pike County Memorial Hospital","2305 Georgia",Louisiana,63353,"Pike "
"Pike County Memorial Hospital Clinic - Bowling Green","1015 West Adams Street","Bowling Green",63334,"Pike "
"Pike County Memorial Hospital Clinic - Louisiana","2305 Georgia ",Louisiana,63334,"Pike "
"Pike County R-III School District","28176 Highway WW",Clarksville,63336,"Pike "
"Pilot Grove C-4 School District","107 School Street","Pilot Grove",65276,"Cooper "
"Places for People","4130 Lindell Boulevard","St. Louis",63108,"St. Louis city "
"Plato R-V School District","10645 Plato Drive",Plato,65552,"Texas "
"Platte County Board of Services","7900 Northwest 106th Street","Kansas City",64153,"Platte "
"Platte County Health Department","1201 East Street",Parkville,64152,"Platte "
"Platte County R-III School District","998 Platte Falls Road","Platte City",64079,"Platte "
"Plaza West Pharmacy","3330 West 10th Street",Sedalia,65301,"Pettis "
"Pleasant Hill R-III School District","318 Cedar Street","Pleasant Hill",64080,"Cass "
"Pleasant Hill R-III School District - Elementary","327 North McKissock ","Pleasant Hill",64080,"Cass "
"Pleasant Hill R-III School District - Intermediate School","1204 East 163rd Street","Pleasant Hill",64080,"Cass "
"Pleasant Hill R-III School District - Primary School","304 Eklund","Pleasant Hill",64080,"Cass "
"Pleasant Hill R-III School District Special Services","1301 East Myrtle Street","Pleasant Hill",64080,"Cass "
"Pleasant View R-VI School District","128 Southeast 20th Street",Trenton,64683,"Grundy "
"Polo R-VII School District","300 West School Street",Polo,64671,"Caldwell "
"Pony Bird Inc.","1 Pony Bird Lane",Mapaville,63065,"Jefferson "
"Pony Bird Inc. - Desoto","1523 Villa Drive",Desoto,63023,"Jefferson "
"Pope Location","4500 Pope Ave","St. Louis",63115,"St. Louis city "
"Poplar Bluff Community Dental Clinic","1407 N. Westwood Boulevard","Poplar Bluff",63901,"Butler "
"Poplar Bluff Pediatric Associates","2210 Barron Road Suites 120 - 122","Poplar Bluff",63901,"Butler "
"Poplar Bluff Regional Medical Center","3100 Oak Grove Road","Poplar Bluff",63902,"Butler "
"Poplar Bluff Regional Medical Center - Puxico Medical Clinic","130 East Harbin Avenue",Puxico,63960,"Stoddard "
"Poplar Bluff Schools","1300 Victory Lane","Poplar Bluff",63901,"Butler "
"Portageville School District","904 King Avenue",Portageville,63873,"New Madrid "
"Potosi R-III School District","1 Trojan Drive",Potosi,63664,"Washington "
"Powerhouse Community Development Corporation - Columbia","601 Business Loop 70 West #204",Columbia,65203,"Boone "
"Powerhouse Community Development Corporation - Versailles","303 West Newton Suite 3",Versailles,65084,"Morgan "
"Powerhouse Community Develpment Corporation","263 West Morgan",Marshall,65340,"Saline "
"Preferred Family Health","4066 Dunnica Avenue","St. Louis ",63116,"St. Louis city "
"Preferred Family Healthcare - Catalpa","2411 West Catalpa",Springfield,65807,"Greene "
"Preferred Family Healthcare - Clinic Road","653 Clinic Road",Hannibal,63401,"Marion "
"Preferred Family Healthcare - Delmar","4928 Delmar Boulevard","St. Louis",63108,"St. Louis city "
"Preferred Family Healthcare - Glenstone","1111 Glenstone Avenue",Springfield,65804,"Greene "
"Preferred Family Healthcare - Kirksville","900 East LaHarpe Street",Kirksville,63501,"Adair "
"Preferred Family Healthcare - Montgomery City","108 South Sturgeon Street","Montgomery City",63361,"Montgomery "
"Preferred Family Healthcare - Paris Gravel Road","4355 Paris Gravel Road",Hannibal,63401,"Marion "
"Preferred Family Healthcare - Springridge","2830 Springridge Drive","St. Louis",63129,"St. Louis "
"Preferred Family Healthcare - St. Charles","1570 South Main Street","St. Charles",63303,"St. Charles "
"Preferred Family Healthcare - Winfield","2828 Highway 47 ",Winfield,63389,"Lincoln "
"Preferred Hospice","5340 North Towne Centre Drive",Ozark,63841,"Christian "
"Premier Charter School","5279 Fyler Avenue","St. Louis",63139,"St. Louis "
"Premiere Home Health","22 Port West","St. Charles",63303,"St. Charles "
"Primaris Foundation","4215 Philips Farm Road Suite 101-A",Columbia,65201,"Boone "
"Prime Care of Ava","120 West Lincoln",Ava,65608,"Douglas "
"Priority Care Pediatrics LLC","9405 North Oak Trafficway","Kansas City",64155,"Clay "
"Professional Hearing Center","427 Jane Avenue",Union,63084,"Jefferson "
"Professional Rehabilitation Services LLC","100 Eagles Bluff Heights",Winfield,63389,"Lincoln "
"PS Kids LLC","6022 South Lindbergh Boulevard","St. Louis",63123,"St. Louis "
"Psychiatric Consultation Services in St. Louis","6209 Mid Rivers Mall Drive #317","St. Peters",63304,"St. Charles "
"Pulaski County Health Center","101 12th Street",Crocker,65452,"Pulaski "
"Purely Pediatrics","13001 North Outer 40 Road Suite 330","Town & Country",63017,"St. Louis "
"Putnam County Health Department","103 North 18th Street",Unionville,63565,"Putnam "
"Putnam County R-I School District","801 South 20th Street",Unionville,63565,"Putnam "
Qsource,"920 Main Street #801","Kansas City",64105,"Jackson "
"Qsource ESRD Network 12 ","920 Main Street #801","Kansas City",64105,"Jackson "
"Quality Improvement Program for Missouri (QIPMO)","115 Business Loop 70W Mizzou North Room 421-D ",Columbia,65211,"Boone "
"Quality Improvement Program for Missouri (QIPMO) - Joplin","5396 County Road 200",Joplin,64801,"Jasper "
"Queen of Peace Center","325 North Newstead Avenue","St. Louis ",63108,"St. Louis "
"Rainbow Abilities Center Inc.","3 Prairie Dell Plaza",Union,63084,"Franklin "
"Ralls County Health Department","405 West 1st Street","New London",63459,"Ralls "
"Ralls County R-II School District","21622 Highway 19",Center,63436,"Ralls "
"Randolph County Caring Community Partnership","101 West Coates Street Floor 2",Moberly,65270,"Randolph "
"Randolph County Developmental Disability Services","628 North Morley Street",Moberly,65270,"Randolph "
"Randolph County Health Department","1319 East Highway 24",Moberly,65270,"Randolph "
"Ray County Memorial Hospital Home Health","916B Wollard Boulevard",Richmond,64085,"Ray "
"Raymore-Peculiar School District","21005 South School Road",Peculiar,64078,"Cass "
"Raytown C-2 School District","6608 Raytown Road",Raytown,64133,"Jackson "
"Recovery Health Services","1000 East 24th Street Suite 2E","Kansas City",64127,"Jackson "
"Recovery House - St. Louis","4161 Humphrey Street ","St. Louis",63116,"St. Louis city "
"Recovery Lighthouse Inc.","107 East Culton Street",Warrensburg,64093,"Johnson "
"Recovery Outreach Services","1925 East Bennett Suite L",Springfield,65803,"Greene "
"ReDiscover - 117th Street","6801 East 117th Street","Kansas City",64134,"Jackson "
"ReDiscover - 12th Street","2600 East 12th Street","Kansas City",64127,"Jackson "
"ReDiscover - 24th Street","1000 East 24th Street","Kansas City",64108,"Jackson "
"ReDiscover - Blue Ridge","8800 Blue Ridge Boulevard","Kansas City ",64134,"Jackson "
"ReDiscover - Lee's Summit","1535 Northeast Rice Road","Lee's Summit",64086,"Jackson "
"ReDiscover - Peery Avenue","2659 Peery Avenue","Kansas City",64127,"Jackson "
"Redwood Pediatrics","9151 Northeast 81st Terrace Suite 210","Kansas City",64068,"Clay "
"Reeds Spring School District","20281 State Highway 413","Reeds Spring",65737,"Stone "
"Regal Home Care LLC","1601 East 18th Street Suite 203","Kansas City",64108,"Jackson "
"Region VII Office of Head Start (OHS)","601 East 12th Street","Kansas City",64106,"Jackson "
"Regional Health Commission","1113 Mississippi Avenue","St. Louis",63104,"St. Louis city "
"Reid Medical Center","1401 North Jefferson Street",Carrollton,64633,"Carroll "
"Relaxed Roots Massage","509 West Olive Street #103",Springfield,65086,"Greene "
"Renewed Hope","5 West Pearce Boulevard",Wentzville,63385,"St. Charles "
"Renick R-V School District","101 Middle Street",Renick,65278,"Randolph "
"Republic School District","4370 Repmo Drive",Republic,65738,"Greene "
"Research Family Medicine Residency","6675 Holmes Road","Kansas City",64131,"Jackson "
"Research Medical Center","2316 East Meyer Boulevard","Kansas City",64132,"Jackson "
"Research Medical Center - Family Medicine Residency","6675 Holmes Road Suite 450","Kansas City",64131,"Jackson "
"Reynolds County Health Center","2323 Green Street",Centerville,63633,"Reynolds "
"Richards R-V School District","3461 County Road 1710","West Plains",65775,"Howell "
"Richland R-I School District","24456 State Highway 114",Essex,63846,"Stoddard "
"Richland R-IV School District","714 East Jefferson",Richland,65556,"Pulaski "
"Richmond School District","715 Wellington Street",Richmond,64085,"Ray "
"Riley ABA & Autism Center ","6330 Brookside Avenue Suite 280","Kansas City",64113,"Jackson "
"Risco R-II School District","101 Locust Street",Risco,63874,"New Madrid "
"Ritenour School District","2420 Woodson Road","St. Louis",63114,"St. Louis "
"Ritenour School District - Buder Elementary","10350 Baltimore Avenue","St. Ann",63074,"St. Charles "
"Ritenour School District - Marvin Elementary","3510 Woodson Road","St. John",63114,"St. Louis "
"Rivendale Institute of Learning and Autism","1721 West Elfindale Drive",Springfield,65807,"Greene "
"Riverview Gardens School District","1370 Northumberland Drive","St. Louis",63137,"St. Louis "
"Riverways Homecare of Ozarks Medical Center","114 East Main Street","West Plains",65775,"Howell "
"Rock Port R-II School District","600 South Nebraska Street","Rock Port",64482,"Atchison "
"Rockwood Early Childhood","2730 Valley Road",Chesterfield,63005,"St. Louis "
"Rockwood School District","908 Crestland Drive",Ballwin,63011,"St. Louis "
