name,streetaddress,city,state,zipcode,county,country,phone
"Nova Health Center","8401 Hickman Mills Drive","Kansas City",MO,64132,"Jackson ",US,"(913) 433-6270"
"NP Health Information Station","1550 Wall Street ","St. Louis",MO,63034,"St. Louis ",US,"(314) 269-4719"
"NTA EMS Rescue","1000 South 25th Street",Bethany,MO,64424,"Harrison ",US,"(660) 373-0166"
Nureva,"9th Avenue",Calgary,AB,T3A682,None,CA,"(587) 703-9272"
"NYC Department of Health and Mental Hygiene","42-09 28th Street ","Long Island City",NY,11101,,US,
"NYC HHC",NA,,,,,US,
"NYS DOCS Orleans Facility","3565 Gains Basin Road",Albion,NY,14411,,US,
"Nystrom and Associates","11010 Prairie Lakes Drive","Eden Prairie",MN,55344,"Hennepin County",US,"(612) 723-5347"
"Oak Grove Medical Clinic","302 Southeast Salem","Oak Grove",MO,64075,"Jackson ",US,"(816) 806-6260"
"Oak Grove R-VI School District","601 Southeast 12th Street","Oak Grove",MO,64075,"Jackson ",US,"(816) 690-4156"
"Oak Park School District","280 Madison","Oak Park",IL,60302,Cook,US,
"Oak Ridge R-VI School District","4198 State Highway E","Oak Ridge",MO,63769,"Cape Girardeau ",US,"(573) 266-3232"
"Oaks Integrated Care - Adult Partial Care - Burlington County","770 Woodlane Road","Mount Holly",NJ,8060,,US,
"Oaks Integrated Care - Berlin Partial Care","128 Crosskeys Road",Berlin,NJ,8009,,US,
"Oaks Integrated Care - Co-Occurring Services","2550 Brunswick Pike",Lawrenceville,NJ,8648,,US,
"OB/GYN Specialty Group","402 West Jefferson Street",Kirksville,MO,63501,"Adair ",US,6606653555
"OCHC Hermitage Dental Office","18753 Spring St",Hermitage,MO,65668,"Hickory ",US,4177452134
"OCHC Hermitage Medical Office","102 Jackson Street",Hermitage,MO,65668,"Hickory ",US,4177452121
"Oconto Falls School District","201 North Farm Road ","Oconto Falls",WI,54154,"Oconto County",US,"(920) 369-8444"
"Odessa R-VII School District","701 South 3rd Street",Odessa,MO,64076,"Lafayette ",US,"(816) 633-5533"
"Odyssey House","344 E 100 S","Salt Lake City",UT,84111,,US,
"Odyssey House","344 E 100 S Suite 301","Salt Lake City",UT,84111,,US,"(801) 428-3419"
"Office for Children with Special Health Care Needs","310 Whittington Parkway Suite 200",Louisville,KY,40222,"Jefferson County",US,"(502) 429-4430 x2065"
"Office of Alcohol and Substance Abuse Services","501 7th Avenue","New York",NY,10018,,US,
"Office of National Drug Control Policy","1800 G Street Northwest",Washington,DC,20006,"District of Columbia",US,"(202) 395-5525"
"Office of Population Affairs",NA,,,,,US,
"Office of Social Economic Data Analysis (OSEDA)","235 Heinkel Building",Columbia,MO,65211,"Boone ",US,"(573) 301-0477"
"Office of the Assistant Secretary of Health - Region 7","601 East 12th Street S1801","Kansas City",MO,64106,"Jackson ",US,"(816) 426-3458"
"Ohio Center for Autism & Low Incidence","470 Glenmont Avenue",Columbus,OH,43214,"Franklin County",US,"(614) 410-0321"
"Ohio Department of Developmental Disabilities ","1601 W Broad St",Columbus,OH,43223,Franklin,US,937-623-6192
"Oke-Thomas Associates","1972 East Chestnut Expressway",Springfield,MO,65802,"Greene ",US,"(417) 861-1856"
"Oklahoma Family Network","800 Northeast 15th Street Suite 316","Oklahoma City",OK,73104,"Oklahoma County",US,"(405) 271-5072"
"Oklahoma State Department of Health","1000 Northeast 10th Street Room 709","Oklahoma City",OK,73013,"Oklahoma County",US,"(405) 627-0594"
"Oklahoma State University","717 South Houston Avenue Suite 400",Tulsa,OK,74127,"Tulsa County",US,"(918) 382-4600"
"Oklahoma State University - Human Development & Family Science","700 North Greenwood Avenue 1101 Main Hall",Tulsa,OK,74106,"Tulsa County",US,"(918) 594-8318"
"Oklahoma State University Center for Health Sciences","1111 West 17th Street",Tulsa,OK,74107,"Tulsa County",US,"(918) 592-3246"
"Oklahoma State University Center for Health Sciences","2448 East 81st Street Suite 3700",Tulsa,OK,74137,"Tulsa County",US,"(918) 740-3193"
"Oklahoma State University Center for Health Sciences","717 South Houston Avenue",Tulsa,OK,74127,"Tulsa County",US,"(917) 751-9755"
"Oklahoma State University Medical Center","744 West 9th Street",Tulsa,OK,74127,"Tulsa County",US,"(918) 599-1000"
"Oklahoma State University Pediatrics","717 South Houston Avenue #400",Tulsa,OK,74127,"Tulsa County",US,"(203) 715-4739"
"Oklahoma State University Pediatrics","717 South Houston Avenue",Tulsa,OK,74127,"Tulsa County",US,"(918) 381-1267"
"Oklahoma State University Pediatrics","717 South Houston Avenue 4th Floor",Tulsa,OK,74127,"Tulsa County",US,"(405) 714-4478"
"Oklahoma State University Pediatrics","717 South Houston Avenue Suite 400",Tulsa,OK,74127,"Tulsa County",US,"(812) 459-2174"
"Olentangy Local School District","7840 Graphics Way","Lewis Center",OH,43035,"Delaware County",US,"(414) 217-3036"
"Olney Family Medicine Clinic","100 S Avenue M ","Olney ",TX,76374,"Young County",US,"(940) 564-3546"
"One Heart - Many Hands","P.O. Box 48 ",Caruthersville,MO,63830,"Dunklin ",US,"(573) 922-5000"
"Onondaga Case Management Services","620 Erie Boulevard West","Syracuse ",NY,13204,,US,
"Open Door Clinic of Greater Elgin","157 South Lincoln Avenue Suite K",Aurora,IL,60506,"Kane County",US,"(630) 229-0182"
"Open Door Health Center","1665 Larkin Avenue",Elgin,IL,60123,"Kane County",US,"(847) 695-1093"
"Open Health LLC","1113 Mmmoippi Avenue #107","St. Louis",MO,63104,"St. Louis city ",US,"(314) 446- 6485"
"Operation Par Inc.",NA,,,,,US,
"Operation Par Inc.","6655 66th St N","Pinellas Park",FL,33781,,US,"(727) 545-7564 "
"Operation Par Inc.","13800 66th St. N ",Largo,FL,33771,,US,"(727) 538-7245 ext. 219"
Optum,"13655 Riverport Drive","Maryland Heights",MO,63043,"St. Louis ",US,"(855) 202-0713"
"Oran R-III School District","310 Church Street",Oran,MO,63771,"Scott ",US,"(573) 262-3345"
"Orchard Farm R-V School District","3489 Boschertown Road","St. Charles",MO,63301,"St. Charles ",US,"(636) 925-5418"
"Oregon County SB40 TCM","202 South Main ",Alton,MO,63606,"Oregon ",US,"(573) 996-6911"
"Oregon County Targeted Case Management","202 South Main",Alton,MO,65606,"Oregon ",US,"(417) 778-1941"
"Oregon Health & Science Center","3181 Southwest Sam Jackson Park Road",Portland,OR,97239-3098,"Multnomah County",US,"(503) 494-8311"
"Oregon Health and Science University "," 3181 SW Sam Jackson Park Rd",Portland,OR,97239,Multnomah,US,503-418-5700
OrteleHealth,"3800 Lakeland Lane","Bloomfield Hills",MI,48302,"Oakland County",US,"(248) 221-9369"
"Orthopedic & Sports Medicine Center","3107 Frederick Avenue Suite B","St. Joseph",MO,64506,"Buchanan ",US,"(816) 233-9888"
"OS Clinic","3301 Berrywood Drive",Columbia,MO,65201,"Boone ",US,"(573) 356-0549"
"Osage County R-II School District","141 Wildcat Drive",Linn,MO,65051,"Osage ",US,"(573) 897-4200"
"Osage County R-III School District","143 East Main Street",Westphalia,MO,65085,"Osage ",US,"(573) 455-2375"
"Osage County Special Services","1014 East Main Street",Linn,MO,65051,"Osage ",US,"(573) 897-2991"
"OSF Saint Francis Medical Center","530 Northeast Glen Oak Avenue",Peoria,IL,61637,"Peoria County",US,"(309) 655-7378"
"Otto Bean Medical","500 Russell",Kennett,MO,63857,"Dunklin ",US,5737171332
"Our Children Pediatrics","2801 North Interstate 35 East",Carrollton,TX,75007,"Denton County",US,"(214) 906-3179"
"Our Lady of Lourdes School","950 Madison Avenue",Washington,MO,63090,"Franklin ",US,"(636) 239-5292"
"Our Lady of Mercy Country Home","2115 Maturanna Drive",Liberty,MO,64068,"Clay ",US,"(816) 805-4800"
"Our Lady's Inn","4223 South Compton","St. Louis",MO,63111,"St. Louis city ",US,"(314) 351-4590"
"Outreach Children's Hospital","4th Avenue Festac Town",Lagos,,,"No county",NG,2.35E+12
"Oyefeso Medicine Professional Corporation","15 Elizabeth Street Suite L17",Orangeville,ON,L9W3X3,"Dufferin County",US,"(519) 215-3136"
"Ozark Action Inc. - Head Start","710 East Main Street","West Plains",MO,65775,"Howell ",US,"(417) 256-6147"
"Ozark Center","1105 East 32nd Street",Joplin,MO,64804,"Newton ",US,"(417) 347-7600"
"Ozark Center - Adult Psychiatric Practices","3901 East 32nd Street",Joplin,MO,64803,"Jasper ",US,"(417) 347-7545"
"Ozark Center - New Directions Substance Abuse Service","305 South Virginia Avenue",Joplin,MO,64801,"Jasper ",US,"(417) 347-7756"
"Ozark County Health Department","370 3rd Street",Gainesville,MO,65655,"Ozark ",US,"(417) 679-3334"
"Ozark Empire","10770 East State Highway 76","Branson West",MO,65737,"Stone ",US,"(417) 527-0407"
"Ozark School District","2449 East Hartley Street",Ozark,MO,65721,"Christian ",US,"(417) 315-2530"
"Ozarks Area Community Action Corporation","215 South Barnes",Springfield,MO,65802,"Greene ",US,"(417) 864-3435"
"Ozarks Community Health Center - Hermitage","18614 Jackson Street",Hermitage,MO,65668,"Hickory ",US,"(417) 745-2121"
"Ozarks Community Health Center - Urbana","111 North Main Street",Urbana,MO,65767,"Dallas ",US,"(417) 993-1002"
"Ozarks Community Health Center Dental","303 Spring Street",Hermitage,MO,65668,"Hickory ",US,4177452134
"Ozarks Community Health System","1540 East Evergreen",Springfield,MO,65803,"Greene ",US,"(417) 823-2900"
"Ozarks Community Hospital - Carthage","327 East Airport Drive",Carthage,MO,64836,"Jasper ",US,"(417) 388-8223"
"Ozarks Community Hospital - Christian County Clinic","105 South Ridgecrest Avenue",Nixa,MO,65714,"Christian ",US,"(417) 725-8250"
"Ozarks Community Hospital - Evergreen Clinic","1540 East Evergreen Street",Springfield,MO,65803,"Greene ",US,"(417) 823-2900"
"Ozarks Community Hospital - Gravette AR","1101 Jackson Street Southwest",Gravette,AR,72736,"Benton County",US,"(479) 787-5291"
"Ozarks Community Hospital - Jasper County Clinic","327 East Airport Drive",Carthage,MO,64836,"Jasper ",US,"(417) 267-0604"
"Ozarks Community Hospital - Jay Family Medicine Clinic","2485 North Main Street",Jay,OK,74346,"Delaware County",US,"(918) 253-2550"
"Ozarks Community Hospital - Marshfield","543 West Hubble Drive",Marshfield,MO,65706,"Webster ",US,"(417) 859-4878"
"Ozarks Community Hospital - Medical Offices Clinic","2828 North National",Springfield,MO,65803,"Greene ",US,"(417) 837-4000"
"Ozarks Community Hospital - Mt. Vernon","108 Hickory Street","Mt. Vernon",MO,65712,"Lawrence ",US,"(417) 631-5282"
"Ozarks Community Hospital - Pineville","5265 South Business Highway 71 Suite J",Pineville,MO,64856,"McDonald ",US,"(417) 223-4290"
"Ozarks Community Hospital - Sparta Clinic","155 Village Drive",Sparta,MO,65753,"Christian ",US,"(417) 849-7842"
"Ozarks Community Hospital - Webster County Clinic","101 South Main",Rogersville,MO,65810,"Webster ",US,"(417) 753-9404"
"Ozarks Medical Center","1100 Kentucky Avenue","West Plains",MO,65775,"Howell ",US,"(417) 257-9111"
"Ozarks Technical Community College","800 East Central",Springfield,MO,65802,"Greene ",US,"(417) 447-8888"
"Ozarks Technical Community College - Center for Workforce Development","1001 East Chestnut Expressway",Springfield,MO,65802,"Greene ",US,"(417) 447-8904"
Pagancolonkids,"29 Washington Street Suite 703","San Juan",,907,"No county",PR,"(787) 725-9708"
"Palmyra R-I School District","1703 South Main",Palmyra,MO,63461,"Marion ",US,"(573) 769-2067"
"Pankalo Education Center","8568 Eagle Point Boulevard","Lake Elmo",MN,55042,"Washington County",US,"(651) 269-1424"
"Paradigm Senior Management","230 North Catalpa Street",Dexter,MO,63841,"Stoddard ",US,"(573) 931-0242"
"Paradise Transitional Housing Program","2395 Grand Concourse",Bronx,NY,10462,,US,
"Parental Alienation Speaks","P.O. Box 1614",Hollister,MO,65673,"Taney ",US,"(417) 527-3637"
ParentLink,"4800 Santana Circle",Columbia,MO,65203,"Boone ",US,"(573) 289-4755"
"Park Avenue Missionary Baptist Church","3601 Jackson Avenue","Kansas City",MO,64128,"Jackson ",US,"(816) 861-1450"
"Park Hill School District","7100 Northwest Hampton Road","Kansas City",MO,64153,"Platte ",US,"(816) 359-4314"
"Park Hill School District - Gerner Family Early Education Center","8100 Northwest Congress Avenue","Kansas City",MO,64152,"Platte ",US,"(816) 359-5505"
"Park Hill School Health Services","7703 Northwest Barry Road","Kansas City",MO,64153,"Platte ",US,"(816) 359-4000"
"Parkland Health Center","1103 West Liberty Street Suite 2020",Farmington,MO,63640,"St. Francois ",US,"(573) 756-6751"
"Parkland Health Mart Pharmacy","1131 North Desloge Drive",Desloge,MO,63601,"St. Francois ",US,"(573) 760-5197"
"Parkview State School for the Severely Disabled","1020 South Parkway Drive","Cape Girardeau",MO,63703,"Cape Girardeau ",US,"(573) 290-5799"
"Parkway Schools","455 North Woods Mill Road",Chesterfield,MO,63017,"St. Louis ",US,"(314) 415-8100"
"Parkway Schools - McKelvey Elementary","1751 McKelvey Road","Maryland Heights",MO,63043,"St. Louis ",US,"(636) 541-1506"
"Partners in Care Foundation","732 Mott Street Suite 150","San Fernando",CA,91340,"Los Angeles County",US,"(818) 837-3775"
"Partnerships for Health","112 State Street",Augusta,ME,4330,"Kennebec County",US,"(207) 620-1113"
"Partridge House Inpatient Program","25 St. Regis Road",Hogansburg,NY,13655,,US,
"Pathways Community Health - Clinton","1800 Community Drive",Clinton,MO,64735,"Henry ",US,"(660) 885-8131"
"Pathways Community Health - Jefferson City Metro","227 Metro Drive","Jefferson City ",MO,65109,"Cole ",US,"(573) 634-3000"
"Pathways Health Center - Lebanon","1216 Deadra Drive",Lebanon,MO,65536,"Laclede ",US,"(417) 532-7102"
"Pathways Hospice & Palliative Care","14805 North Outer 40 Road",Chesterfield,MO,63017,"St. Louis ",US,"(636) 733-7399"
"Pathways to Independence","200 South Hanley",Clayton,MO,63105,"St. Louis ",US,"(314) 863-0202"
"Patient Care Family Clinic","2949 East Chestnut Expressway",Springfield,MO,65802,"Greene ",US,"(417) 832-0078"
"Paul R. Hales Attorney at Law LLC","3534 Washington Avenue","St. Louis",MO,63103,"St. Louis city ",US,"(314) 534-3534"
"Pediatric Associates at Whidbey Island","275 Southeast Cabot Drive B-102","Oak Harbor",WA,98277,"Island County",US,"(360) 675-5555"
"Pediatric Associates of Southwest Missouri","2719 East 32nd Street",Joplin,MO,64804,"Jasper ",US,"(417) 782-5522"
"Pediatric Dentistry","24 Northwest Chipman Road","Lee's Summit",MO,64063,"Jackson ",US,"(816) 282-0450"
"Pediatric Health Care Associates","10 Centennial Drive",Peabody,MA,1983,"Essex County",US,"(978) 818-6769"
"Pemiscot County R-III School District","1727 County Highway 536",Caruthersville,MO,63830,"Pemiscot ",US,"(573) 333-1856"
"Pemiscot Memorial Health Systems","946 East Reed Street",Hayti,MO,63851,"Pemiscot ",US,"(573) 695-2748"
"Pemiscot Primary Care Center","907 East Reed",Hayti,MO,63851,"Pemiscot ",US,"(573) 359-3660"
"Pennsylvania State University","500 University Drive PO Box 850",Hershey,PA,17033,"Dauphin County",US,717-531-1115
"Pennsylvania State University","90 Hope Drive Suite 1103 Mail Code A145",Hershey,PA,17033,"Dauphin County",US,"717-531-0003 x284616"
"People's Community Health Center","905 Franklin Street",Waterloo,IA,50703,"Black Hawk County",US,"(319) 874-3000"
"Perez Family Chiropractic","2039 South Old Highway 94","St. Charles",MO,63303,"St. Charles ",US,"(636) 724-9444"
"Perinatal Behavioral Health Services","660 South Euclid Avenue","St. Louis",MO,63110,"St. Louis ",US,"(314) 454-5052"
"Perry County Health Department","406 North Spring Suite 1",Perryville,MO,63775,"Perry ",US,"(573) 547-6564"
"Perry County Memorial Hospital","434 Northwest Street",Perryville,MO,63775,"Perry ",US,"(573) 768-3275"
"Perry County School District #32","326 College Street",Perryville,MO,63775,"Perry ",US,"(573) 547-7500"
"Perryville Family Care Clinic","212 Hospital Lane Suite 101",Perryville,MO,63775,"Perry ",US,"(724) 547-7888"
"Pershing Health System","130 East Lockling Avenue",Brookfield,MO,64628,"Linn ",US,"(660) 258-2222"
"Peter Young Housing Industries and Treatment (PYHIT)",NA,,,,,US,
"Pettis County Health Center","911 East 16th Street",Sedalia,MO,65337,"Pettis ",US,"(660) 287-1130"
"Pettis County Health Department","911 East 16th Street",Sedalia,MO,65301,"Pettis ",US,"(660) 827-1130"
"Pettis County R-V School District - Northwest Elementary","407 West Tuck Street",Houstonia,MO,65333,"Pettis ",US,"(660) 568-3315"
"Pettis County R-XII School District","22675 Depot Road",Sedalia,MO,65302,"Pettis ",US,"(660) 826-5385"
"Pfizer Inc","700 Chesterfield Parkway","St. Louis",MO,63198,"St. Louis ",US,"(636) 247-1000"
"Pharmacy Conference Room - PCT0045","One Hospital Drive",Columbia,MO,65212,"Boone ",US,
"Phelps Health","1000 West 10th Street",Rolla,MO,65401,"Phelps ",US,"(573) 458-8899"
"Phelps Health - Waynesville Medical Plaza","1000 GW Lane Street",Waynesville,MO,65583,"Pulaski ",US,"(573) 842-4000"
"Phelps Health Medical Group","1050 West 10th Street Suite 510",Rolla,MO,65401,"Phelps ",US,"(573) 364-9000"
"Phelps Health Medical Group - Blues Lake","600 Blues Lake Parkway",Rolla,MO,65401,"Phelps ",US,"(573) 694-9585"
"Phelps Health Medical Group Pediatrics","1050 West 10th Street Suite 300",Rolla,MO,65401,"Phelps ",US,"(573) 364-9000"
"Phelps Health Outpatient Therapy","1000 GW Lane",Waynesville,MO,65583,"Pulaski ",US,"(417) 207-6372"
"Phelps/Maries County Health Department","200 North Main Street Suite 651",Rolla,MO,65401,"Phelps ",US,"(573) 458-6010"
"Phoenix Children's Hospital ","1919 East Thomas Road",Phoenix,AZ,85016,"Maricopa County",US,"(602) 933-0635"
"Phoenix Children's Hospital ","1919 East Thomas Road Ambulatory Building 3rd Floor",Phoenix,AZ,85016,"Maricopa County",US,"(602) 933-0063"
"Phoenix Home Care","500 Broadway","Jefferson City",MO,65101,"Cole ",US,"(314) 280-6789"
"Phoenix Programs Inc.","90 East Leslie Lane",Columbia,MO,65202,"Boone ",US,"(573) 875-8880"
"Physician Pain Services","4800 Mexico Road","St. Peters",MO,63376,"St. Charles ",US,"(636) 442-6035"
"Pieces of a Dream Inc.","2007 East Fair Avenue","St. Louis",MO,63107,"St. Louis city ",US,"(314) 583-2469"
"Piedmont Family Clinic","#1 Hal's Plaza",Piedmont,MO,63957,"Wayne ",US,"(573) 223-4800"
"Pike County Health Department Home Health and Hospice","1 Health Care Place","Bowling Green",MO,63334,"Pike ",US,"(573) 324-2111"
